id,jornada,local,visitante,goles_local,goles_visitante,goleadores,asistencias,penaltis,alineacion_local,alineacion_visitante,amarillas,rojas,suspension_5_amarillas,lesiones,tarjetas_staff
237,24,Tottenham,Brighton,4,3,Jugador257;Jugador267;Jugador111;Jugador159;Jugador391;Jugador137;Jugador146,Jugador330;Jugador211;Jugador96;Jugador171;Jugador231;Jugador396,,"Jugador331,Jugador363,Jugador376,Jugador381,Jugador399,Jugador283,Jugador141,Jugador232,Jugador86,Jugador91,Jugador104","Jugador31,Jugador306,Jugador286,Jugador129,Jugador263,Jugador265,Jugador346,Jugador219,Jugador153,Jugador261,Jugador91",Jugador26;Jugador285;Jugador345,,,Jugador94 (lesión),Staff Brighton (amarilla)
238,24,Manchester United,Newcastle,2,2,Jugador367;Jugador175;Jugador322;Jugador252,Jugador295;Jugador66;Jugador119,Jugador367 (penalti),"Jugador280,Jugador223,Jugador12,Jugador113,Jugador195,Jugador271,Jugador76,Jugador171,Jugador169,Jugador92,Jugador285","Jugador67,Jugador201,Jugador120,Jugador359,Jugador264,Jugador94,Jugador398,Jugador294,Jugador209,Jugador187,Jugador255",Jugador365,,,,
239,24,Nottingham Forest,Luton Town,4,3,Jugador253;Jugador146;Jugador363;Jugador345;Jugador107;Jugador370;Jugador31,Jugador359;Jugador142;Jugador210;Jugador366;Jugador30;Jugador299,,"Jugador138,Jugador63,Jugador202,Jugador41,Jugador211,Jugador72,Jugador19,Jugador199,Jugador291,Jugador185,Jugador379","Jugador375,Jugador228,Jugador31,Jugador343,Jugador150,Jugador388,Jugador162,Jugador264,Jugador311,Jugador244,Jugador116",Jugador63;Jugador114;Jugador207,Jugador162;Jugador165,,,
240,24,Fulham,Bournemouth,0,0,,,,"Jugador157,Jugador199,Jugador5,Jugador315,Jugador313,Jugador233,Jugador318,Jugador151,Jugador187,Jugador312,Jugador127","Jugador223,Jugador225,Jugador379,Jugador136,Jugador272,Jugador177,Jugador145,Jugador20,Jugador66,Jugador216,Jugador318",Jugador147;Jugador368;Jugador105;Jugador374;Jugador352,Jugador40,,,
241,25,Tottenham,Nottingham Forest,4,0,Jugador337;Jugador348;Jugador167;Jugador344,Jugador252;Jugador200;Jugador43,,"Jugador123,Jugador135,Jugador114,Jugador337,Jugador49,Jugador5,Jugador359,Jugador185,Jugador32,Jugador347,Jugador107","Jugador189,Jugador15,Jugador182,Jugador126,Jugador132,Jugador295,Jugador196,Jugador234,Jugador308,Jugador109,Jugador145",Jugador397;Jugador92;Jugador241,,,,
242,25,Chelsea,Manchester United,3,3,Jugador293;Jugador212;Jugador51;Jugador310;Jugador347;Jugador368,Jugador165;Jugador272;Jugador306;Jugador31;Jugador153,,"Jugador123,Jugador3,Jugador363,Jugador100,Jugador59,Jugador293,Jugador284,Jugador203,Jugador191,Jugador136,Jugador377","Jugador137,Jugador97,Jugador375,Jugador355,Jugador150,Jugador63,Jugador224,Jugador4,Jugador21,Jugador388,Jugador155",Jugador333;Jugador383;Jugador145;Jugador174;Jugador86;Jugador304,,,Jugador288 (lesión),Staff Manchester United (amarilla)
243,25,Crystal Palace,Fulham,1,1,Jugador284;Jugador231,Jugador185,Jugador284 (penalti),"Jugador183,Jugador353,Jugador311,Jugador346,Jugador348,Jugador232,Jugador272,Jugador392,Jugador372,Jugador310,Jugador87","Jugador273,Jugador225,Jugador198,Jugador245,Jugador310,Jugador188,Jugador328,Jugador277,Jugador20,Jugador35,Jugador397",Jugador289;Jugador161;Jugador207;Jugador298;Jugador98;Jugador242,,,,
244,25,Arsenal,Brentford,4,4,Jugador228;Jugador93;Jugador357;Jugador387;Jugador81;Jugador164;Jugador222;Jugador36,Jugador301;Jugador369;Jugador376;Jugador93;Jugador70;Jugador146;Jugador240,,"Jugador212,Jugador350,Jugador320,Jugador103,Jugador96,Jugador76,Jugador241,Jugador224,Jugador66,Jugador277,Jugador394","Jugador371,Jugador32,Jugador73,Jugador107,Jugador346,Jugador272,Jugador260,Jugador263,Jugador304,Jugador92,Jugador251",Jugador92,Jugador158,,,
245,25,Liverpool,Wolves,4,0,Jugador49;Jugador79;Jugador255;Jugador304,Jugador172;Jugador261;Jugador190,,"Jugador164,Jugador77,Jugador374,Jugador154,Jugador27,Jugador87,Jugador47,Jugador295,Jugador279,Jugador122,Jugador399","Jugador370,Jugador181,Jugador303,Jugador9,Jugador178,Jugador354,Jugador180,Jugador313,Jugador69,Jugador5,Jugador209",Jugador37;Jugador209;Jugador142;Jugador251;Jugador388;Jugador323,,Jugador251 (pierde próximo partido),,
246,25,Manchester City,Newcastle,2,4,Jugador395;Jugador46;Jugador171;Jugador268;Jugador76;Jugador334,Jugador380;Jugador88;Jugador214;Jugador71;Jugador384,,"Jugador36,Jugador299,Jugador157,Jugador194,Jugador395,Jugador245,Jugador306,Jugador6,Jugador79,Jugador321,Jugador389","Jugador376,Jugador155,Jugador47,Jugador28,Jugador27,Jugador380,Jugador196,Jugador239,Jugador25,Jugador172,Jugador94",Jugador19,Jugador356;Jugador69,,,
247,25,Sheffield United,Luton Town,1,0,Jugador26,,,"Jugador384,Jugador128,Jugador344,Jugador338,Jugador394,Jugador302,Jugador182,Jugador95,Jugador116,Jugador354,Jugador213","Jugador342,Jugador43,Jugador285,Jugador191,Jugador90,Jugador255,Jugador98,Jugador66,Jugador233,Jugador123,Jugador8",Jugador173;Jugador326,,,,
248,25,Bournemouth,Aston Villa,4,2,Jugador392;Jugador80;Jugador371;Jugador102;Jugador273;Jugador126,Jugador45;Jugador285;Jugador298;Jugador11;Jugador297,Jugador392 (penalti),"Jugador382,Jugador387,Jugador150,Jugador316,Jugador365,Jugador291,Jugador161,Jugador214,Jugador59,Jugador392,Jugador224","Jugador186,Jugador398,Jugador306,Jugador226,Jugador82,Jugador162,Jugador202,Jugador273,Jugador255,Jugador20,Jugador216",Jugador322;Jugador87,Jugador110;Jugador238,,,Staff Aston Villa (amarilla)
249,25,Brighton,Everton,2,1,Jugador80;Jugador358;Jugador86,Jugador42;Jugador311,,"Jugador120,Jugador245,Jugador400,Jugador352,Jugador184,Jugador358,Jugador84,Jugador214,Jugador380,Jugador48,Jugador332","Jugador375,Jugador337,Jugador52,Jugador287,Jugador98,Jugador16,Jugador6,Jugador43,Jugador205,Jugador34,Jugador288",Jugador307;Jugador345;Jugador44;Jugador337;Jugador29;Jugador371,,,Jugador21 (lesión),
250,25,West Ham,Burnley,0,1,Jugador281,,,"Jugador230,Jugador218,Jugador158,Jugador78,Jugador88,Jugador323,Jugador6,Jugador169,Jugador320,Jugador244,Jugador22","Jugador278,Jugador375,Jugador350,Jugador395,Jugador346,Jugador262,Jugador8,Jugador181,Jugador266,Jugador156,Jugador15",Jugador3;Jugador216,Jugador319;Jugador364,Jugador216 (pierde próximo partido),,
251,26,Bournemouth,Nottingham Forest,1,3,Jugador334;Jugador100;Jugador215;Jugador68,Jugador52;Jugador375;Jugador340,,"Jugador132,Jugador27,Jugador254,Jugador62,Jugador366,Jugador68,Jugador400,Jugador50,Jugador308,Jugador309,Jugador71","Jugador179,Jugador164,Jugador221,Jugador205,Jugador376,Jugador76,Jugador25,Jugador260,Jugador307,Jugador382,Jugador112",Jugador34;Jugador134;Jugador165,Jugador73;Jugador123,,,
252,26,Crystal Palace,Brentford,3,0,Jugador102;Jugador44;Jugador135,Jugador359;Jugador311,,"Jugador338,Jugador385,Jugador163,Jugador340,Jugador380,Jugador12,Jugador50,Jugador356,Jugador191,Jugador31,Jugador96","Jugador90,Jugador220,Jugador307,Jugador44,Jugador72,Jugador397,Jugador70,Jugador399,Jugador388,Jugador27,Jugador6",Jugador306;Jugador253;Jugador107;Jugador334;Jugador50;Jugador378,Jugador240,,,
253,26,Tottenham,Chelsea,0,0,,,,"Jugador219,Jugador80,Jugador348,Jugador263,Jugador14,Jugador227,Jugador387,Jugador50,Jugador117,Jugador153,Jugador67","Jugador112,Jugador195,Jugador335,Jugador161,Jugador240,Jugador305,Jugador244,Jugador207,Jugador341,Jugador53,Jugador133",Jugador48;Jugador166;Jugador211;Jugador312,Jugador312;Jugador291,,,
254,26,Brighton,Burnley,4,1,Jugador89;Jugador351;Jugador334;Jugador117;Jugador176,Jugador328;Jugador42;Jugador247;Jugador377,Jugador89 (penalti),"Jugador137,Jugador14,Jugador311,Jugador39,Jugador389,Jugador143,Jugador362,Jugador232,Jugador40,Jugador166,Jugador1","Jugador108,Jugador130,Jugador60,Jugador62,Jugador123,Jugador89,Jugador75,Jugador312,Jugador85,Jugador57,Jugador22",Jugador208;Jugador328,,,,
255,26,Manchester City,Sheffield United,2,0,Jugador15;Jugador222,Jugador353,,"Jugador168,Jugador184,Jugador10,Jugador55,Jugador215,Jugador256,Jugador45,Jugador268,Jugador296,Jugador175,Jugador298","Jugador297,Jugador243,Jugador340,Jugador128,Jugador45,Jugador237,Jugador159,Jugador87,Jugador135,Jugador207,Jugador306",Jugador372;Jugador298;Jugador380;Jugador197;Jugador381;Jugador124,,,,
256,26,Arsenal,Everton,2,2,Jugador211;Jugador333;Jugador56;Jugador173,Jugador361;Jugador383;Jugador398,,"Jugador71,Jugador305,Jugador358,Jugador274,Jugador47,Jugador244,Jugador149,Jugador69,Jugador238,Jugador114,Jugador100","Jugador77,Jugador174,Jugador396,Jugador196,Jugador279,Jugador72,Jugador276,Jugador365,Jugador97,Jugador388,Jugador301",Jugador184;Jugador222,Jugador219;Jugador227,,,
257,26,Liverpool,Fulham,4,1,Jugador395;Jugador24;Jugador143;Jugador326;Jugador195,Jugador222;Jugador87;Jugador13;Jugador276,,"Jugador18,Jugador218,Jugador207,Jugador364,Jugador344,Jugador174,Jugador134,Jugador104,Jugador350,Jugador169,Jugador65","Jugador58,Jugador56,Jugador83,Jugador381,Jugador311,Jugador324,Jugador137,Jugador322,Jugador354,Jugador143,Jugador346",Jugador250;Jugador396;Jugador206,,,,
258,26,Luton Town,Aston Villa,0,4,Jugador385;Jugador148;Jugador203;Jugador31,Jugador215;Jugador364;Jugador244,,"Jugador6,Jugador321,Jugador244,Jugador65,Jugador232,Jugador320,Jugador112,Jugador359,Jugador106,Jugador7,Jugador190","Jugador269,Jugador67,Jugador358,Jugador200,Jugador29,Jugador264,Jugador220,Jugador169,Jugador291,Jugador323,Jugador52",Jugador367;Jugador332,Jugador147,,Jugador67 (lesión),
259,26,Manchester United,Wolves,0,1,Jugador106,,,"Jugador276,Jugador176,Jugador300,Jugador116,Jugador66,Jugador373,Jugador326,Jugador380,Jugador367,Jugador290,Jugador334","Jugador151,Jugador367,Jugador276,Jugador236,Jugador335,Jugador86,Jugador171,Jugador44,Jugador386,Jugador166,Jugador141",Jugador149;Jugador6;Jugador176;Jugador392,Jugador350,,Jugador21 (lesión),
260,26,West Ham,Newcastle,1,1,Jugador274;Jugador400,Jugador388,,"Jugador361,Jugador77,Jugador35,Jugador171,Jugador303,Jugador255,Jugador189,Jugador212,Jugador2,Jugador87,Jugador326","Jugador178,Jugador59,Jugador228,Jugador329,Jugador381,Jugador323,Jugador165,Jugador300,Jugador362,Jugador291,Jugador400",Jugador395;Jugador360,Jugador101;Jugador230,,,
261,27,Manchester City,Manchester United,4,0,Jugador298;Jugador331;Jugador19;Jugador244,Jugador98;Jugador335;Jugador234,,"Jugador54,Jugador139,Jugador116,Jugador63,Jugador292,Jugador32,Jugador43,Jugador223,Jugador97,Jugador25,Jugador258","Jugador210,Jugador345,Jugador95,Jugador179,Jugador123,Jugador326,Jugador302,Jugador127,Jugador120,Jugador204,Jugador38",Jugador381,Jugador242;Jugador107,,,
262,27,Tottenham,Aston Villa,1,1,Jugador93;Jugador166,Jugador356,,"Jugador397,Jugador153,Jugador387,Jugador256,Jugador373,Jugador3,Jugador35,Jugador270,Jugador298,Jugador302,Jugador247","Jugador119,Jugador325,Jugador234,Jugador242,Jugador107,Jugador72,Jugador166,Jugador115,Jugador26,Jugador316,Jugador285",Jugador376;Jugador182,Jugador315;Jugador258,,,
263,27,Brentford,Nottingham Forest,2,2,Jugador110;Jugador280;Jugador201;Jugador262,Jugador390;Jugador255;Jugador353,,"Jugador330,Jugador360,Jugador240,Jugador308,Jugador37,Jugador180,Jugador29,Jugador281,Jugador236,Jugador100,Jugador303","Jugador334,Jugador373,Jugador129,Jugador116,Jugador381,Jugador217,Jugador236,Jugador386,Jugador332,Jugador140,Jugador85",Jugador374;Jugador134;Jugador113;Jugador241,Jugador112;Jugador235,,,
264,27,Newcastle,Liverpool,3,2,Jugador293;Jugador49;Jugador267;Jugador6;Jugador286,Jugador10;Jugador370;Jugador210;Jugador342,,"Jugador373,Jugador117,Jugador26,Jugador385,Jugador139,Jugador310,Jugador29,Jugador23,Jugador240,Jugador93,Jugador246","Jugador380,Jugador255,Jugador25,Jugador76,Jugador236,Jugador188,Jugador131,Jugador191,Jugador263,Jugador208,Jugador260",Jugador31;Jugador352,,,,
265,27,Crystal Palace,Sheffield United,1,2,Jugador267;Jugador122;Jugador357,Jugador372;Jugador86,,"Jugador255,Jugador198,Jugador286,Jugador142,Jugador344,Jugador249,Jugador141,Jugador365,Jugador45,Jugador113,Jugador110","Jugador253,Jugador83,Jugador41,Jugador16,Jugador79,Jugador23,Jugador92,Jugador80,Jugador59,Jugador355,Jugador175",Jugador274,Jugador166,,,
266,27,Wolves,Fulham,2,1,Jugador256;Jugador21;Jugador49,Jugador343;Jugador306,,"Jugador95,Jugador107,Jugador252,Jugador260,Jugador71,Jugador339,Jugador45,Jugador305,Jugador173,Jugador370,Jugador213","Jugador305,Jugador160,Jugador95,Jugador295,Jugador355,Jugador42,Jugador55,Jugador167,Jugador86,Jugador62,Jugador150",Jugador355;Jugador68;Jugador376,,,,
267,27,Bournemouth,Everton,3,4,Jugador110;Jugador167;Jugador303;Jugador97;Jugador92;Jugador263;Jugador326,Jugador158;Jugador250;Jugador57;Jugador85;Jugador253;Jugador109,,"Jugador182,Jugador122,Jugador19,Jugador258,Jugador372,Jugador10,Jugador298,Jugador150,Jugador270,Jugador289,Jugador384","Jugador72,Jugador284,Jugador123,Jugador26,Jugador377,Jugador203,Jugador277,Jugador382,Jugador96,Jugador42,Jugador35",Jugador179,Jugador326,,,
268,27,Arsenal,Luton Town,0,3,Jugador202;Jugador54;Jugador289,Jugador281;Jugador223,,"Jugador17,Jugador278,Jugador174,Jugador399,Jugador306,Jugador250,Jugador264,Jugador365,Jugador302,Jugador184,Jugador162","Jugador126,Jugador302,Jugador97,Jugador280,Jugador155,Jugador364,Jugador383,Jugador51,Jugador151,Jugador80,Jugador237",Jugador373;Jugador356;Jugador309;Jugador185;Jugador393,,,Jugador284 (lesión),
269,27,Brighton,West Ham,3,1,Jugador267;Jugador109;Jugador91;Jugador368,Jugador351;Jugador359;Jugador21,,"Jugador183,Jugador14,Jugador176,Jugador199,Jugador201,Jugador233,Jugador163,Jugador214,Jugador226,Jugador284,Jugador3","Jugador2,Jugador171,Jugador191,Jugador274,Jugador216,Jugador238,Jugador231,Jugador184,Jugador67,Jugador258,Jugador94",Jugador50;Jugador182;Jugador30;Jugador22,Jugador394;Jugador84,,,
270,27,Chelsea,Burnley,3,1,Jugador151;Jugador22;Jugador142;Jugador141,Jugador50;Jugador20;Jugador22,,"Jugador240,Jugador132,Jugador63,Jugador381,Jugador295,Jugador380,Jugador287,Jugador214,Jugador354,Jugador278,Jugador171","Jugador363,Jugador244,Jugador385,Jugador355,Jugador300,Jugador268,Jugador82,Jugador184,Jugador373,Jugador326,Jugador9",Jugador339;Jugador79;Jugador165,Jugador206;Jugador28,,,
271,28,Burnley,Brentford,3,0,Jugador135;Jugador198;Jugador178,Jugador198;Jugador205,Jugador135 (penalti),"Jugador339,Jugador13,Jugador39,Jugador147,Jugador363,Jugador253,Jugador202,Jugador264,Jugador303,Jugador248,Jugador335","Jugador73,Jugador317,Jugador152,Jugador196,Jugador197,Jugador201,Jugador264,Jugador111,Jugador144,Jugador245,Jugador31",Jugador291;Jugador245,,Jugador291 (pierde próximo partido),,
272,28,Sheffield United,Wolves,0,2,Jugador194;Jugador152,Jugador59,,"Jugador332,Jugador56,Jugador46,Jugador152,Jugador283,Jugador81,Jugador181,Jugador175,Jugador279,Jugador219,Jugador153","Jugador54,Jugador264,Jugador94,Jugador248,Jugador273,Jugador79,Jugador397,Jugador371,Jugador156,Jugador47,Jugador111",Jugador161;Jugador273;Jugador125,Jugador277;Jugador165,Jugador125 (pierde próximo partido),,
273,28,Luton Town,Manchester United,0,1,Jugador161,,,"Jugador185,Jugador251,Jugador50,Jugador208,Jugador221,Jugador159,Jugador30,Jugador54,Jugador161,Jugador124,Jugador197","Jugador202,Jugador303,Jugador247,Jugador251,Jugador369,Jugador209,Jugador283,Jugador289,Jugador199,Jugador248,Jugador392",Jugador52,Jugador19;Jugador293,Jugador52 (pierde próximo partido),,
274,28,Everton,West Ham,1,2,Jugador353;Jugador251;Jugador75,Jugador185;Jugador285,,"Jugador262,Jugador316,Jugador220,Jugador142,Jugador195,Jugador104,Jugador252,Jugador222,Jugador270,Jugador12,Jugador187","Jugador70,Jugador108,Jugador23,Jugador300,Jugador147,Jugador47,Jugador102,Jugador79,Jugador42,Jugador54,Jugador55",Jugador219;Jugador253;Jugador62;Jugador231;Jugador264;Jugador186,Jugador111;Jugador1,,,
275,28,Tottenham,Chelsea,0,4,Jugador5;Jugador81;Jugador222;Jugador198,Jugador44;Jugador114;Jugador310,,"Jugador4,Jugador145,Jugador245,Jugador349,Jugador33,Jugador285,Jugador364,Jugador337,Jugador76,Jugador21,Jugador234","Jugador80,Jugador183,Jugador131,Jugador355,Jugador66,Jugador197,Jugador313,Jugador362,Jugador336,Jugador125,Jugador81",Jugador193;Jugador281;Jugador392;Jugador396;Jugador118;Jugador230,,,,
276,28,Nottingham Forest,Liverpool,3,1,Jugador255;Jugador377;Jugador78;Jugador57,Jugador134;Jugador32;Jugador262,,"Jugador312,Jugador64,Jugador384,Jugador105,Jugador42,Jugador330,Jugador21,Jugador57,Jugador261,Jugador249,Jugador367","Jugador236,Jugador115,Jugador151,Jugador139,Jugador309,Jugador320,Jugador377,Jugador385,Jugador165,Jugador167,Jugador70",Jugador45;Jugador192;Jugador37;Jugador265;Jugador43;Jugador151,,,,
277,28,Fulham,Arsenal,4,3,Jugador240;Jugador279;Jugador209;Jugador338;Jugador344;Jugador179;Jugador216,Jugador70;Jugador344;Jugador325;Jugador196;Jugador225;Jugador192,,"Jugador228,Jugador316,Jugador100,Jugador296,Jugador43,Jugador114,Jugador361,Jugador180,Jugador266,Jugador117,Jugador233","Jugador398,Jugador50,Jugador203,Jugador122,Jugador385,Jugador331,Jugador227,Jugador197,Jugador339,Jugador58,Jugador9",Jugador48;Jugador3,Jugador219,,,Staff Arsenal (amarilla)
278,28,Crystal Palace,Manchester City,2,3,Jugador48;Jugador344;Jugador251;Jugador285;Jugador264,Jugador34;Jugador47;Jugador349;Jugador12,,"Jugador244,Jugador328,Jugador216,Jugador122,Jugador123,Jugador138,Jugador106,Jugador57,Jugador75,Jugador181,Jugador93","Jugador173,Jugador92,Jugador323,Jugador14,Jugador183,Jugador122,Jugador70,Jugador205,Jugador37,Jugador288,Jugador187",Jugador26;Jugador191;Jugador213;Jugador303;Jugador90;Jugador164,Jugador208,Jugador213 (pierde próximo partido),,
279,28,Newcastle,Aston Villa,0,1,Jugador11,,,"Jugador114,Jugador234,Jugador145,Jugador344,Jugador74,Jugador44,Jugador334,Jugador369,Jugador209,Jugador96,Jugador29","Jugador369,Jugador200,Jugador289,Jugador62,Jugador81,Jugador159,Jugador56,Jugador298,Jugador151,Jugador338,Jugador268",Jugador303;Jugador26;Jugador320;Jugador260,Jugador190;Jugador252,,,
280,28,Brighton,Bournemouth,3,3,Jugador117;Jugador16;Jugador212;Jugador245;Jugador320;Jugador46,Jugador248;Jugador7;Jugador177;Jugador398;Jugador276,Jugador117 (penalti),"Jugador103,Jugador290,Jugador231,Jugador202,Jugador194,Jugador12,Jugador287,Jugador380,Jugador343,Jugador92,Jugador361","Jugador341,Jugador251,Jugador352,Jugador373,Jugador181,Jugador24,Jugador233,Jugador22,Jugador204,Jugador236,Jugador182",Jugador133;Jugador131,Jugador239,,,
281,29,Manchester United,Luton Town,4,0,Jugador66;Jugador259;Jugador161;Jugador270,Jugador70;Jugador336;Jugador330,Jugador66 (penalti),"Jugador373,Jugador300,Jugador201,Jugador228,Jugador136,Jugador275,Jugador224,Jugador383,Jugador345,Jugador137,Jugador252","Jugador8,Jugador147,Jugador364,Jugador383,Jugador17,Jugador315,Jugador313,Jugador166,Jugador199,Jugador52,Jugador314",Jugador206;Jugador255;Jugador104;Jugador189;Jugador333,Jugador355,,,
282,29,Aston Villa,Brighton,1,2,Jugador139;Jugador21;Jugador314,Jugador300;Jugador108,,"Jugador100,Jugador285,Jugador26,Jugador260,Jugador22,Jugador68,Jugador216,Jugador183,Jugador392,Jugador62,Jugador362","Jugador3,Jugador197,Jugador235,Jugador214,Jugador48,Jugador222,Jugador338,Jugador94,Jugador159,Jugador170,Jugador307",Jugador330;Jugador247;Jugador99;Jugador54;Jugador360,Jugador291;Jugador263,,Jugador35 (lesión),
283,29,Wolves,Liverpool,4,3,Jugador23;Jugador218;Jugador104;Jugador283;Jugador375;Jugador261;Jugador63,Jugador310;Jugador306;Jugador168;Jugador357;Jugador99;Jugador178,,"Jugador393,Jugador340,Jugador61,Jugador129,Jugador27,Jugador96,Jugador206,Jugador342,Jugador84,Jugador202,Jugador219","Jugador314,Jugador390,Jugador380,Jugador175,Jugador140,Jugador271,Jugador351,Jugador258,Jugador23,Jugador123,Jugador254",Jugador207;Jugador31;Jugador208;Jugador240;Jugador391,,,,
284,29,Manchester City,Crystal Palace,2,0,Jugador107;Jugador101,Jugador371,,"Jugador343,Jugador102,Jugador210,Jugador30,Jugador76,Jugador340,Jugador382,Jugador302,Jugador87,Jugador305,Jugador191","Jugador244,Jugador363,Jugador207,Jugador137,Jugador35,Jugador135,Jugador328,Jugador204,Jugador304,Jugador218,Jugador387",,Jugador124;Jugador305,,,
285,29,Burnley,Everton,2,0,Jugador184;Jugador353,Jugador143,,"Jugador336,Jugador193,Jugador73,Jugador366,Jugador64,Jugador215,Jugador78,Jugador42,Jugador19,Jugador221,Jugador362","Jugador1,Jugador189,Jugador329,Jugador117,Jugador219,Jugador46,Jugador125,Jugador146,Jugador215,Jugador154,Jugador133",Jugador138,,,,
286,29,Brentford,Fulham,0,0,,,,"Jugador46,Jugador265,Jugador227,Jugador222,Jugador103,Jugador229,Jugador132,Jugador400,Jugador262,Jugador47,Jugador238","Jugador254,Jugador365,Jugador48,Jugador269,Jugador366,Jugador121,Jugador155,Jugador12,Jugador266,Jugador398,Jugador244",Jugador274;Jugador122;Jugador323;Jugador55;Jugador104,,,,
287,29,Chelsea,Arsenal,3,0,Jugador237;Jugador85;Jugador376,Jugador60;Jugador345,,"Jugador181,Jugador169,Jugador284,Jugador359,Jugador125,Jugador192,Jugador54,Jugador318,Jugador218,Jugador268,Jugador357","Jugador39,Jugador340,Jugador343,Jugador21,Jugador68,Jugador287,Jugador88,Jugador296,Jugador167,Jugador175,Jugador164",Jugador325;Jugador220,,,,
288,29,Newcastle,Sheffield United,0,0,,,,"Jugador298,Jugador290,Jugador240,Jugador236,Jugador161,Jugador398,Jugador80,Jugador139,Jugador172,Jugador11,Jugador219","Jugador328,Jugador365,Jugador1,Jugador376,Jugador287,Jugador250,Jugador247,Jugador354,Jugador106,Jugador191,Jugador22",Jugador321,Jugador196,,,
289,29,Nottingham Forest,West Ham,1,4,Jugador56;Jugador300;Jugador358;Jugador269;Jugador345,Jugador161;Jugador98;Jugador254;Jugador372,Jugador56 (penalti),"Jugador91,Jugador396,Jugador47,Jugador181,Jugador19,Jugador234,Jugador348,Jugador69,Jugador346,Jugador321,Jugador362","Jugador391,Jugador203,Jugador35,Jugador346,Jugador91,Jugador369,Jugador291,Jugador361,Jugador104,Jugador42,Jugador8",Jugador256;Jugador341;Jugador244;Jugador250;Jugador4;Jugador281,Jugador70,,,
290,29,Tottenham,Bournemouth,1,3,Jugador154;Jugador281;Jugador102;Jugador183,Jugador319;Jugador297;Jugador206,Jugador154 (penalti),"Jugador342,Jugador188,Jugador81,Jugador284,Jugador56,Jugador74,Jugador279,Jugador289,Jugador191,Jugador328,Jugador135","Jugador391,Jugador60,Jugador128,Jugador195,Jugador295,Jugador238,Jugador63,Jugador13,Jugador200,Jugador66,Jugador180",Jugador76;Jugador225;Jugador349;Jugador206;Jugador97,Jugador160,,,
291,30,Burnley,West Ham,3,2,Jugador363;Jugador26;Jugador34;Jugador346;Jugador19,Jugador11;Jugador397;Jugador283;Jugador290,,"Jugador209,Jugador17,Jugador47,Jugador289,Jugador150,Jugador281,Jugador60,Jugador98,Jugador258,Jugador215,Jugador246","Jugador281,Jugador275,Jugador375,Jugador238,Jugador145,Jugador348,Jugador343,Jugador305,Jugador325,Jugador299,Jugador200",,Jugador252;Jugador19,,Jugador145 (lesión),
292,30,Manchester United,Everton,3,3,Jugador130;Jugador360;Jugador303;Jugador390;Jugador95;Jugador136,Jugador141;Jugador283;Jugador300;Jugador335;Jugador328,,"Jugador47,Jugador130,Jugador142,Jugador211,Jugador196,Jugador220,Jugador344,Jugador144,Jugador177,Jugador346,Jugador163","Jugador258,Jugador191,Jugador321,Jugador90,Jugador44,Jugador324,Jugador316,Jugador150,Jugador12,Jugador34,Jugador314",Jugador25;Jugador4,Jugador258,,,
293,30,Wolves,Brentford,3,0,Jugador391;Jugador15;Jugador241,Jugador363;Jugador355,,"Jugador93,Jugador106,Jugador164,Jugador59,Jugador267,Jugador3,Jugador356,Jugador276,Jugador345,Jugador89,Jugador397","Jugador303,Jugador340,Jugador140,Jugador8,Jugador114,Jugador116,Jugador44,Jugador89,Jugador353,Jugador313,Jugador129",Jugador111;Jugador182;Jugador98;Jugador226,,,,
294,30,Brighton,Newcastle,3,0,Jugador358;Jugador213;Jugador353,Jugador179;Jugador315,,"Jugador62,Jugador214,Jugador1,Jugador210,Jugador335,Jugador301,Jugador91,Jugador23,Jugador148,Jugador389,Jugador124","Jugador16,Jugador177,Jugador374,Jugador39,Jugador226,Jugador158,Jugador209,Jugador274,Jugador159,Jugador240,Jugador378",Jugador91;Jugador43;Jugador361;Jugador39,,,,
295,30,Arsenal,Tottenham,4,0,Jugador354;Jugador37;Jugador194;Jugador207,Jugador37;Jugador292;Jugador353,Jugador354 (penalti),"Jugador292,Jugador59,Jugador99,Jugador75,Jugador323,Jugador253,Jugador367,Jugador51,Jugador103,Jugador199,Jugador371","Jugador339,Jugador126,Jugador46,Jugador158,Jugador150,Jugador354,Jugador340,Jugador365,Jugador173,Jugador345,Jugador52",Jugador189;Jugador36;Jugador265,Jugador123;Jugador87,Jugador36 (pierde próximo partido),,
296,30,Manchester City,Luton Town,2,1,Jugador342;Jugador144;Jugador141,Jugador18;Jugador75,,"Jugador327,Jugador345,Jugador348,Jugador278,Jugador320,Jugador395,Jugador356,Jugador91,Jugador102,Jugador297,Jugador264","Jugador395,Jugador11,Jugador376,Jugador340,Jugador17,Jugador127,Jugador108,Jugador224,Jugador10,Jugador341,Jugador317",,Jugador73,,,
297,30,Sheffield United,Aston Villa,3,3,Jugador212;Jugador208;Jugador81;Jugador225;Jugador106;Jugador79,Jugador150;Jugador60;Jugador304;Jugador114;Jugador372,,"Jugador320,Jugador386,Jugador87,Jugador179,Jugador67,Jugador206,Jugador360,Jugador168,Jugador369,Jugador191,Jugador390","Jugador161,Jugador291,Jugador155,Jugador227,Jugador61,Jugador207,Jugador197,Jugador353,Jugador396,Jugador363,Jugador393",Jugador342;Jugador5;Jugador239;Jugador284;Jugador263;Jugador355,Jugador329,,,Staff Aston Villa (amarilla)
